H0013797	1838-03	Wilhelm Weber auf der Reise nach London in Berlin. H. lädt Weber und Poggendorff zu einem Mittwoch um 10 Uhr zum Frühstück ein.	{H0005221=Berlin|H0005221, H0011492=London|H0011492}	{H0002047=Poggendorff|H0002047|https://upload.wikimedia.org/wikipedia/commons/6/69/Johann_Christian_Poggendorff.jpg, H0006276=Wilhelm Weber|H0006276|https://upload.wikimedia.org/wikipedia/commons/5/55/Wilhelm_Eduard_Weber_II.jpg}	[]
H0000641	1844-12-28	H. reist von Berlin nach Paris ab. Reiseroute: Hannover (Nacht vom 28. zum 29.12.), Soest (Nacht vom 29. zum 30.12.), Lennep (Nacht vom 30. zum 31.12.), Köln, (Besichtigung des Dombaus 31.12., früh), Aachen (31.12. abends), Brüssel (B: 1.1.; Besuch beim König Leopold I. sowie beim Astronomen und Statistiker Adolphe Quetelet), Valenciennes, Cambrai.	{H0000446=Köln|H0000446, H0002298=Aachen|H0002298, H0005221=Berlin|H0005221, H0005371=Brüssel|H0005371, H0006803=Hannover|H0006803, H0008129=Paris|H0008129}	{H0001210=Adolphe Quetelet|H0001210|https://upload.wikimedia.org/wikipedia/commons/6/68/Adolphe_Qu%C3%A9telet_by_Joseph-Arnold_Demannez.jpg, H0003220=Leopold I.|H0003220|https://upload.wikimedia.org/wikipedia/commons/7/74/Leopold_I_by_Franz_Winterhalter.jpg}	[]
H0004869	1857-01-18	H. nimmt an einem Kapitel des Schwarzen Adler-Ordens (zugleich Krönungs-Ordensfest) im Schloss zu Berlin teil (vgl. Schneider, L.: Das Buch vom Schwarzen Adler-Orden. Berlin 1870, S. 149).	{H0005221=Berlin|H0005221}	{}	[]
H0004870	1857-01-20	H. leidet an einer Erkältung , die er sich bei dem Ordensfest im Schloss zugezogen hat (Brief an Alexander Mendelssohn, 20.1.1857).	{}	{}	[]
H0004871	1857-01-27	Karl von Scherzer, aus den USA und Nicaragua zurückgekehrt und für die „Novara-Expedition“ vorgesehen, besucht H.	{H0001671=Nicaragua|H0001671, H0009136=USA|H0009136}	{}	[]
H0004872	1857-02-24	H. hat in der Nacht zum 25.2. einen Schwächezustand, der als leichter Schlaganfall gedeutet wird.	{}	{}	[]
H0004873	1857-03-08	H.s Befinden ist noch immer bedenklich, er soll auf Anraten seines Arztes keinen Besuch empfangen.	{}	{}	[]
H0004874	1857-03-24	Das an diesem Tag veröffentlichte Gesetz, wonach jeder Sklave beim Betreten preußischen Bodens frei ist, war von H. leidenschaftlich in der Vorbereitungszeit unterstützt worden.	{}	{}	[]
H0004875	1857-03-30	Varnhagen von Ense und seine Nichte Ludmilla Assing besuchen H., der vollkommen wiederhergestellt ist.	{}	{H0002776=Varnhagen von Ense|H0002776|https://upload.wikimedia.org/wikipedia/commons/2/2c/Karl-Varnhagen-von-Ense-1839-Zeichnung-von-Samuel-Friedrich-Diez.jpg, H0012767=Ludmilla Assing|H0012767|https://upload.wikimedia.org/wikipedia/commons/b/bd/Ludmilla_Assing.jpg}	[]
H0004876	1857-03	H. schreibt eine Einführung zu Balduin Möllhausens „Tagebuch einer Reise vom Mississippi nach den Küsten der Südsee“ (Leipzig 1858).	{}	{H0014280=Balduin Möllhausen|H0014280|https://upload.wikimedia.org/wikipedia/commons/6/66/Balduin_M%C3%B6llhausen-01.jpg}	[]
H0004877	1857-04-07	H. vollendet in der Nacht zum 8.4. eine Instruktion für die österreichische „Novara-Expedition“ um die Erde (1857–1859).	{}	{}	[]
H0004878	1857-04-17	H. zum Mittagessen bei Henriette (Hinni) Mendelssohn; anwesend: Georg Benjamin Mendelssohn (1794–1874) aus Bonn, dessen Frau Rosamunde, geb. Richter (1804–1883) und Pflegetochter Betsy Thormann (gest. 1905), Wilhelm Mendelssohn (1831–1892) aus Ratibor und Helene Varnhagen.	{H0005309=Bonn|H0005309}	{}	[]
H0004879	1857-05	Prinz Napoléon (Napoléon Joseph Charles Bonaparte, 1822–1891) ernennt H. in Berlin (der genaue Tag ist nicht bekannt) zum „Grand officier de la Légion d'honneur“, was dieser seit dem 24.9.1842 bereits ist (Vgl. H. an J. G. v. Cotta, 25.5.1857). Prinz Napoléon kam am 8.5., aus Köln kommend, in Berlin an, incognito als Graf von Meudon. Weiterreise nach Magdeburg.	{H0000446=Köln|H0000446, H0005221=Berlin|H0005221, H0008576=Magdeburg|H0008576}	{H0000249=Napoléon Joseph Charles Bonaparte|H0000249|https://upload.wikimedia.org/wikipedia/commons/d/d6/Napol%C3%A9on_Joseph_Charles_Paul_Bonaparte_painting.jpg}	[]
H0004880	1857-06-03	H. besucht am Nachmittag Emma Gaggiotti-Richards in der Jägerstraße 63; anschließend Varnhagen von Ense.	{}	{H0002776=Varnhagen von Ense|H0002776|https://upload.wikimedia.org/wikipedia/commons/2/2c/Karl-Varnhagen-von-Ense-1839-Zeichnung-von-Samuel-Friedrich-Diez.jpg}	[]
H0004881	1857-06-12	Die Zeitungen melden, dass H. nun das Großkreuz der Ehrenlegion bekommen hat. „So ist der Mißgriff des Prinzen Napoleon und Walewski's wieder gutgemacht“.	{}	{}	[]
H0004882	1857-07-05	H. mit Wilhelm von Kaulbach in Tegel.	{H0009286=Tegel|H0009286}	{H0001275=Wilhelm von Kaulbach|H0001275|https://upload.wikimedia.org/wikipedia/commons/3/35/Wilhelm_Von_Kaulbach_by_Franz_Hanfstaengl%2C_1856.jpg}	[]
H0004883	1857-08-27	Wilhelm Hornay besucht H. im Schloss in Potsdam.	{H0008392=Potsdam|H0008392}	{}	[]
H0004884	1857-09-13	Adolphe Quetelet besucht H. in Potsdam.	{H0008392=Potsdam|H0008392}	{H0001210=Adolphe Quetelet|H0001210|https://upload.wikimedia.org/wikipedia/commons/6/68/Adolphe_Qu%C3%A9telet_by_Joseph-Arnold_Demannez.jpg}	[]
H0004885	1857-09-14	H. ist von Potsdam auf ein paar Tage in Berlin.	{H0005221=Berlin|H0005221, H0008392=Potsdam|H0008392}	{}	[]
H0004886	1857-09-16	Wolfgang von Goethe (Enkel des Dichters, 1820–1883) besucht Varnhagen von Ense. Er ist nur H.s wegen nach Berlin gekommen und findet diesen sehr frisch und munter, fast unverändert.	{H0005221=Berlin|H0005221}	{H0002776=Varnhagen von Ense|H0002776|https://upload.wikimedia.org/wikipedia/commons/2/2c/Karl-Varnhagen-von-Ense-1839-Zeichnung-von-Samuel-Friedrich-Diez.jpg}	[]
H0004887	1857-10-21	Meyerbeer führt Ludwig August Frankl bei H. ein. Dieser überreicht H. ein Exemplar seines „Cristoforo Colombo“ mit poetischer Widmung (abgedruckt in: Stevens: The Humboldt Library. London 1863, S. 226).	{}	{H0014192=Meyerbeer|H0014192|https://upload.wikimedia.org/wikipedia/commons/3/3e/Meyerbeer_d%27apr%C3%A8s_P._Petit_b_1865.jpg}	[]
H0004888	1857-11-13	H. hat sich wie viele andere Deutsche „berücken lassen“, Radetzky zu feiern (Radetzky-Album).	{}	{}	[]
H0004889	1857-10-25	H. kann noch 3–4 Stunden stehen, ist aber im Gehen unsicher in der Richtung und läßt sich auf allen Treppen führen (Brief an Galle, 25.10.1857).	{}	{}	[]
H0004890	1857-12-12	H. erhält die ersten Exemplare seines „Kosmos“, Bd. 4. Er leidet noch an Grippe.	{}	{}	[]
H0004891	1857-12-14	H. kommt von Charlottenburg nach Berlin zurück. In Charlottenburg hatte ihn der König allein sprechen wollen. Das Gespräch drehte sich u.a. um Brugsch und den Tod Rauchs.	{H0005221=Berlin|H0005221, H0007341=Charlottenburg|H0007341}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG, H0003705=Heinrich Brugsch|H0003705|https://upload.wikimedia.org/wikipedia/commons/c/cb/Heinrich_Brugsch.jpg}	[]
H0004709	1830-01-20	H., während seiner Reise nach Russland und Sibirien zum Ehrenmitglied der Berliner Akademie der Künste gewählt (vgl. 22. April 1829), wird in deren Plenum willkommen geheißen; er spricht Erwiderungsworte.	{H0010218=Sibirien|H0010218, H0010689=Russland|H0010689}	{}	[]
H0004710	1830-02-03	H. vermittelt dem Bildhauer Christian Daniel Rauch die Bestellung einer mythologischen Marmorstatue durch den Zaren Nikolaus I.	{}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG, H0001165=Zar Nikolaus I. von Russland|H0001165|https://upload.wikimedia.org/wikipedia/commons/c/cc/Franz_Kr%C3%BCger_-_Portrait_of_Emperor_Nicholas_I_-_WGA12289.jpg}	[]
H0004711	1830-02-11	In der Nacht zum 12.2. wird in das eisenfreie Häuschen im Garten Leipziger Str. 3 eingebrochen; dabei werden wichtige Instrumente gestohlen, andere beschädigt (vgl. Herbst 1828).	{}	{}	[]
H0004712	1830-02-16	H. veröffentlicht eine Notiz in der Presse: er bittet die Optiker und Mechaniker Berlins auf zum Kauf angebotene Instrumente oder Teile zu achten, die aus dem eisenfreien Häuschen gestohlen worden sind.	{}	{}	[]
H0004713	1830-05-01	H., Berzelius und S. de Sismondi werden durch König Louis Philippe von Frankreich zu Offizieren der Ehrenlegion ernannt.	{}	{H0000238=Louis Philippe|H0000238|https://upload.wikimedia.org/wikipedia/commons/3/36/Franz_Xaver_Winterhalter_King_Louis_Philippe.jpg, H0003302=Jöns Jacob Berzelius|H0003302|https://upload.wikimedia.org/wikipedia/commons/b/b0/J%C3%B6ns_Jacob_Berzelius_from_Familj-Journalen1873.png}	[]
H0004714	1830-05-13	H. liest in der Berliner Akademie über „die Gebirgsketten und Vulkane im Innern von Asien“.	{}	{}	[]
H0004715	1830-05-21	H. reist im Gefolge des preußischen Kronprinzen, des späteren Königs Friedrich Wilhelm IV., von Berlin nach Warschau (Eröffnung des polnischen Reichstages). Am 3.6. nimmt H. an einer Sitzung der Warszawskie Królewskie Towarzystwo Przyjaciol Nauk teil, deren Ehrenmitglied er ist, und reist in derselben Nacht mit dem Kronprinzen über Posen, Schmiedeberg (B: 6. und 9.6.), Buchwald im Riesengebirge (B: 8.6.; Besuch bei Friederike Gräfin von Reden) nach Schloss Fischbach (15./16.6.). Von dort besucht er das schlesische Gut seines Bruders in Ottmachau (B: 21./22.6.) und fährt am 23.6. nach Berlin zurück.	{H0005221=Berlin|H0005221, H0007882=Ottmachau|H0007882, H0007919=Warschau|H0007919, H0008385=Posen|H0008385, H0010488=Riesengebirge|H0010488}	{H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg, H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0004716	1830-06-27	Arago berichtet im „Institut“ über H.s russisch-sibirische Reise.	{}	{H0012670=Arago|H0012670|https://upload.wikimedia.org/wikipedia/commons/6/69/Fran%C3%A7ois_Arago.jpg}	[]
H0004717	1830-07-10	H. reist mit König Friedrich Wilhelm III. nach Teplitz. Reisedaten: Friedrich Wilhelm III.: 12.7. Abreise, 13.7., 5:25 Uhr Ankunft in Teplitz. Am 2. und 3.8. der übliche Geburtstagsausflug nach Schandau	{H0009328=Teplitz|H0009328}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0004718	1830-08-03	Rückkehr nach Berlin. Reisedaten Friedrich Wilhelm III.: 5.8. Abreise, 6.8. Ankunft in Charlottenburg.	{H0007341=Charlottenburg|H0007341}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0004719	1830-08-17	Der kolumbianische Politiker und spätere Präsident von Großkolumbien Francisco de Paula Santander (1792–1840) trifft H. zufällig im Museum in Berlin.	{H0005221=Berlin|H0005221}	{}	[]
H0004720	1830-08-18	H. besucht Santander.	{}	{}	[]
H0004721	1830-08-22	Santander frühstückt bei H.	{}	{}	[]
H0004722	1830-09-26	H. verfasst ein Vorwort zu „Correspondirende Beobachtungen über die regelmäßigen stündlichen Veränderungen und über die Perturbationen der magnetischen Abweichung im mittleren und östlichen Europa“ von Heinrich Wilhelm Dove.	{}	{H0012372=Heinrich Wilhelm Dove|H0012372|https://upload.wikimedia.org/wikipedia/commons/b/bf/Heinrich_Wilhelm_Dove_1857.jpg}	[]
H0004723	1830-09-28	H. schreibt an diesem Tage zum letzten Mal einen Brief mit deutschen Buchstaben (Brief H. an Encke [Berlin,] 28.09.1830. Handschrift: Archiv der BBAW, NL Encke, Nr. 52, Bd. 2, 105; publiziert in Humboldt 2013a); künftig bedient er sich auch für Briefe in deutscher Sprache fast ausschließlich lateinischer Lettern (bspw. Brief H. an Ehrenberg und Encke). Von dieser für die Datierung von H.-Briefen wichtigen Regel sind bisher nur wenige Ausnahmen bekannt geworden.	{}	{}	[]
H0004724	1830-09-28	H. reist von Berlin nach Paris ab. Bei seiner Übersiedlung von Paris nach Berlin 1827 hatte er sich von König Friedrich Wilhelm III. die Genehmigung für längere Reise nach Paris ausbedungen. Mit der Verwirklichung seiner eigenen wissenschaftlich-literarischen Absichten verbindet H. auf allen Paris-Reisen (1830/31, 1831/32, 1835, 1838, 1841, 1842/43, 1845, 1847/48; s.u.) die Erfüllung diplomatischer Aufträge. Er trifft am 3.10. in Paris ein und bleibt bis zum 17.1. 1831 dort. Er wohnt: Hôtel d'Angleterre, Rue Colombier.	{H0005221=Berlin|H0005221, H0008129=Paris|H0008129}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0004725	1830-10-11	H. liest im „Institut“ eine Mitteilung über „le voyage qu'il a fait en Sibérie“ und gibt außerdem eine „analyse des travaux auxquels se sont livrés ses deux associés, MM. Gustav Rose et Ehrenberg“.	{}	{}	[]
H0004726	1830-11-22	H. macht im „Institut“ eine mündliche Mitteilung zur „Choléra-Morbus“.	{}	{}	[]
H0004727	1830-12-06	H. liest im „Institut“ über die „montagnes et les volcans de l'Asie centrale“ (Schluß 20.12.).	{}	{}	[]
H0014922	1781-07-30	Der Arzt Ernst Ludwig Heim erklärt in Tegel den Brüdern Wilhelm und Alexander von Humboldt die 24 Klassen des Linnéschen Pflanzensystems.	{H0009286=Tegel|H0009286}	{H0011736=Ernst Ludwig Heim|H0011736|https://upload.wikimedia.org/wikipedia/commons/5/59/Julius_H%C3%BCbner_Bildnis_Ernst_Ludwig_Heim_1833.jpg, H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0004844	1858-02-22	An George Washingtons Geburtstag ist H. Gast in der Gesandtschaft der Vereinigten Staaten in Berlin.	{H0005221=Berlin|H0005221}	{H0006254=George Washingtons|H0006254|https://upload.wikimedia.org/wikipedia/commons/b/b6/Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg}	[]
H0004845	1858-03	H. verfasst eine Untersuchung über den Flächeninhalt Mexikos.	{}	{}	[]
H0004846	1858-04-09	Varnhagen von Ense und dessen Nichte Ludmilla Assing besuchen H.	{}	{H0002776=Varnhagen von Ense|H0002776|https://upload.wikimedia.org/wikipedia/commons/2/2c/Karl-Varnhagen-von-Ense-1839-Zeichnung-von-Samuel-Friedrich-Diez.jpg, H0012767=Ludmilla Assing|H0012767|https://upload.wikimedia.org/wikipedia/commons/b/bd/Ludmilla_Assing.jpg}	[]
H0004847	1858-04-23	H. zum Mittagessen bei Henriette (Hinni) Mendelssohn; anwesend sind u.a. ihr Sohn Alexander Mendelssohn (1798–1871) mit Frau Marianne, geb. Seeligmann (1799–1880), eine Tochter mit ihrem Ehemann, der Maler Eduard Hildebrandt, die Brüder Robert und Hermann von Schlagintweit.	{}	{H0011896=Hildebrandt|H0011896|https://upload.wikimedia.org/wikipedia/commons/9/94/Eduard_Hildebrandt_1859_Adolf_Neumann.png}	[]
H0004848	1858-04-29	Vermählung der Prinzessin Stephanie (1837–1859), Tochter des Fürsten Karl Anton von Hohenzollern-Sigmaringen mit dem König von Portugal. H. nimmt an der Trauung in der Hedwigskirche teil.	{}	{H0002097=König von Portugal|H0002097|https://upload.wikimedia.org/wikipedia/commons/6/63/Don_Pedro_V.jpg, H0002098=Prinzessin Stephanie|H0002098|https://upload.wikimedia.org/wikipedia/commons/2/2e/EstefaniadePortugal.jpg}	[]
H0004849	1858-05-01	H. nimmt an der Beerdigung des Physiologen und Anatomen Johannes Müller teil.	{}	{H0014420=Johannes Müller|H0014420|https://upload.wikimedia.org/wikipedia/commons/f/f0/Johannes_Peter_M%C3%BCller.jpg}	[]
H0004850	1858-05-24	H. pflanzt im Garten des neuen, Ende 1855 bezogenen Hauses von Richard Lepsius (Bendlerstraße 18) eine Pyramideneiche (Quercus pyramidalis).	{}	{H0004470=Richard Lepsius|H0004470|https://upload.wikimedia.org/wikipedia/commons/f/fd/Carl_Richard_Lepsius_%281810-1884%29.jpg}	[]
H0004851	1858-05-27	H. nimmt an der Beisetzung des Publizisten Samuel Heinrich Spiker (geb. 1786) teil.	{}	{}	[]
H0004852	1858-05-29	Auf ausdrücklichen Wunsch Friedrich Wilhelms IV. fährt H. nach Potsdam, um einige Tage in der Nähe des Königs zu verbringen.	{H0008392=Potsdam|H0008392}	{H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg}	[]
H0004853	1858-06-26	H. speist beim Prinzen von Preußen (der spätere König und Kaiser Wilhelm I.) und befragte ihn wegen der drohenden Ausweisung Ferdinand Lassalles.	{}	{H0002173=Wilhelm I.|H0002173|https://upload.wikimedia.org/wikipedia/commons/4/43/1879_Buelow_Kaiser_Wilhelm_I_anagoria.JPG, H0004351=Ferdinand Lassalles|H0004351|https://upload.wikimedia.org/wikipedia/commons/0/02/Ferdinandlasalle.jpg}	[]
H0004854	1858-07-12	H. veröffentlicht Mitteilungen über seinen einstigen Reisegefährten in Amerika, Aimé Bonpland.	{}	{H0003476=Bonpland|H0003476|https://upload.wikimedia.org/wikipedia/commons/5/5a/Bonpland_Aim%C3%A9_1773-1858.jpg}	[]
H0004855	1858-08-03	H. nimmt an der jährlichen Gedächtnisfeier der Berliner Universität für den Stifter, König Friedrich Wilhelm III., im großen Saal des Universitätsgebäudes teil.	{}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0004856	1858-08-06	H. nimmt an der Trauung der ältesten Tochter seines „sibirischen Reisebegleiters Gustav Rose“ in Berlin teil.	{H0005221=Berlin|H0005221}	{}	[]
H0004857	1858-08-09	H. erfährt durch einen Brief von Sir Woodbine Parish (1796–1882), datiert 5.8.1858, vom Tod Aimé Bonplands (Bonpland war am 4.5.1858 gestorben).	{}	{H0003476=Bonpland|H0003476|https://upload.wikimedia.org/wikipedia/commons/5/5a/Bonpland_Aim%C3%A9_1773-1858.jpg}	[]
H0004858	1858-08-10	H. gibt Bonplands Tod in der „Spenerschen Zeitung“ bekannt.	{}	{H0003476=Bonpland|H0003476|https://upload.wikimedia.org/wikipedia/commons/5/5a/Bonpland_Aim%C3%A9_1773-1858.jpg}	[]
H0004859	1858-08-12	Die Vossische Zeitung berichtet, dass H. dem hier anwesenden Arzt de Lima aus Venezuela eine Audienz erteilt, und dass dieser bewundert habe, wie gut H. noch Spanisch spreche.	{H0009117=Venezuela|H0009117}	{}	[]
H0004860	1858-08-13	Die Kreuzzeitung druckt einen Brief H.s an Chaim Selig Slonimski, worin er für Juden bürgerliche Rechte fordert.	{}	{}	[]
H0004861	1858-08-21	H. nimmt an einem Fest bei Borsig teil. Am selben Tag empfängt er den Besuch des russischen Schriftstellers Petr A. Vjazemskij.	{}	{H0003507=Borsig|H0003507|https://upload.wikimedia.org/wikipedia/commons/b/b8/Albert_Borsig_gr.jpg}	[]
H0004862	1858-08-24	H. ist bei der britischen Königin Victoria ins Schloss Babelsberg eingeladen (Aufenthalt der Königin Victoria und des Prinz-Gemahls Albert im Schloss Babelsberg vom 13.–28.8.).	{}	{}	[]
H0004863	1858-09-13	„H. in Sanssouci. Königin Elisabeth von Preußen will ihn am 14.9. zu seinem 89. Geburtstag beglückwünschen.	{H0010019=Sanssouci|H0010019}	{H0002149=Elisabeth von Preußen|H0002149|https://upload.wikimedia.org/wikipedia/commons/f/f0/Joseph_Stieler_-_K%C3%B6nigin_Elisabeth_von_Preu%C3%9Fen%2C_nach_1843.jpg}	[]
H0004864	1858-09-14	Die Zeitungen würdigen H., der in sein 90. Lebensjahr tritt.	{}	{}	[]
H0004865	1858-10-05	H. besucht zum letzten Mal die Berliner Sternwarte, um den Donatischen Kometen zu sehen.	{}	{}	[]
H0004866	1858-10-11	H. nimmt in Potsdam von dem erkrankten Friedrich Wilhelm IV. Abschied, für den sein Bruder Wilhelm (späterer König und Kaiser Wilhelm I.) schon am 23.10.1857 die Stellvertretung und am 7.10.1858 die Regentschaft übernommen hat.	{H0008392=Potsdam|H0008392}	{H0002173=Wilhelm I.|H0002173|https://upload.wikimedia.org/wikipedia/commons/4/43/1879_Buelow_Kaiser_Wilhelm_I_anagoria.JPG, H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg}	[]
H0004867	1858-11-25	H. überträgt durch gerichtlichen Vertrag seine Habe mittels Schenkung an seinen Diener Seifert und behält sich bis zu seinem Tode nur den Nießbrauch vor. Ausgenommen werden davon die wissenschaftlichen Aufzeichnungen und Materialien, u.a. seine „Reisetagebücher“ und die Kästen mit seiner Materialsammlung zum „Kosmos“.	{}	{}	[]
H0004868	1858-12	H. leidet an einer Grippe mit Rückfall. Ab 19.12. verspürt er „volle, sichere Genesung“ (Brief an G. v. Cotta, 22.12.1858).	{}	{}	[]
H0014541	1837-01-31	H. leidet an Grippe.	{}	{}	[]
H0014542	1837-02-09	H. liest in der Berliner Akademie über „die Vulkane des Hochlandes von Quito“.	{}	{}	[]
H0014543	1837-02-13	Leopold Zunz besucht H.	{}	{}	[]
H0014544	1837-02-25	Prinzessin Augusta von Preußen (1811–1890) zeigt H., Adelheid und August von Hedemann sowie Gabriele von Bülow das neue Palais ihres Gemahls, des Prinzen Wilhelm (später König von Preußen und deutscher Kaiser, 1797–1888). Das Palais, später als „Altes Palais“ bezeichnet, befand sich am Opernplatz, Unter den Linden in Berlin.	{H0005221=Berlin|H0005221}	{H0002143=Augusta|H0002143|https://upload.wikimedia.org/wikipedia/commons/c/cd/Augusta_von_Preussen.jpg, H0002173=Wilhelm I.|H0002173|https://upload.wikimedia.org/wikipedia/commons/4/43/1879_Buelow_Kaiser_Wilhelm_I_anagoria.JPG, H0003768=Gabriele von Bülow|H0003768|https://upload.wikimedia.org/wikipedia/commons/6/63/GabrieleVonBuelow.png, H0011728=August von Hedemann|H0011728|https://upload.wikimedia.org/wikipedia/commons/2/23/August_von_Hedemann_1785-1859.jpg}	[]
